,Player,Club,POS,GP,GS,MINS,G,A,SHTS,SOG,GWG,HmG,RdG,Gp90,SCpct,Year,Season,GWA,HmA,RdA,Ap90,SOGpct,FC,FS,OFF,YC,RC,PKG,PKA,Last Name,First Name,Club_Dup,First Name_Dup,Player_Dup,POS_Dup,Base Salary,Guaranteed Compensation,Date
3933,José Gonçalves,NE,D,27.0,27.0,2381.0,1.0,2.0,10.0,2.0,0.0,0.0,1.0,0.04,10.0,2014,REG,1.0,2.0,0.0,0.08,20.0,33.0,29.0,1.0,3.0,0.0,0.0,0.0,Gonçalves,José,,,,,,,
3941,Matías Pérez García,SJ,F,6.0,4.0,384.0,1.0,1.0,10.0,3.0,0.0,0.0,1.0,0.23,10.0,2014,REG,0.0,0.0,1.0,0.23,30.0,5.0,16.0,0.0,0.0,0.0,0.0,0.0,Pérez García,Matías,,,,,,,
3961,Jhon Kennedy Hurtado,CHI,D,25.0,24.0,2082.0,1.0,0.0,6.0,3.0,0.0,0.0,1.0,0.04,16.7,2014,REG,0.0,0.0,0.0,0.0,50.0,37.0,17.0,0.0,3.0,1.0,0.0,0.0,Kennedy Hurtado,Jhon,,,,,,,
3966,Florent Sinama-Pongolle,CHI,F,7.0,4.0,391.0,1.0,0.0,9.0,4.0,1.0,1.0,0.0,0.23,11.1,2014,REG,0.0,0.0,0.0,0.0,44.4,3.0,5.0,0.0,0.0,0.0,0.0,0.0,Sinama-Pongolle,Florent,,,,,,,
3975,Dwayne De Rosario,TOR,M,19.0,4.0,506.0,1.0,0.0,19.0,10.0,0.0,0.0,1.0,0.18,5.3,2014,REG,0.0,0.0,0.0,0.0,52.6,9.0,9.0,3.0,1.0,0.0,0.0,0.0,De Rosario,Dwayne,,,,,,,
3992,Jair Benítez,DAL,D,26.0,19.0,1716.0,0.0,4.0,10.0,2.0,0.0,0.0,0.0,0.0,0.0,2014,REG,0.0,3.0,1.0,0.21,20.0,16.0,32.0,2.0,1.0,0.0,0.0,0.0,Benítez,Jair,,,,,,,
3999,Ambroise Oyongo,NY,D,13.0,11.0,1045.0,0.0,3.0,8.0,5.0,0.0,0.0,0.0,0.0,0.0,2014,REG,0.0,1.0,2.0,0.26,62.5,10.0,12.0,2.0,0.0,0.0,0.0,0.0,Oyongo,Ambroise,,,,,,,
4030,Bradford Jamieson IV,LA,F,2.0,0.0,23.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014,REG,0.0,0.0,1.0,3.91,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Jamieson IV,Bradford,,,,,,,
4056,Cristian Fernández Salas,DC,D,15.0,15.0,1342.0,0.0,1.0,9.0,3.0,0.0,0.0,0.0,0.0,0.0,2014,REG,0.0,0.0,1.0,0.07,33.3,14.0,20.0,2.0,3.0,0.0,0.0,0.0,Fernández Salas,Cristian,,,,,,,
4150,Grant Van De Casteele,COL,D,1.0,0.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014,REG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Van De Casteele,Grant,,,,,,,
4181,Louis Béland-Goyette,MTL,M,1.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014,REG,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,Béland-Goyette,Louis,,,,,,,
4202,London Woodberry,DAL,D,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014,REG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Woodberry,London,,,,,,,
4217,Christiano François,DC,F,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014,REG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,François,Christiano,,,,,,,
4219,Mechack Jérôme,KC,D,2.0,1.0,91.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2014,REG,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Jérôme,Mechack,,,,,,,
4250,Carlos Valdés,PHI,D,8.0,8.0,706.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2014,REG,0.0,0.0,0.0,0.0,0.0,10.0,1.0,0.0,1.0,0.0,0.0,0.0,Valdés,Carlos,,,,,,,
4252,Leonardo González,SEA,D,23.0,20.0,1836.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,2014,REG,0.0,0.0,0.0,0.0,50.0,30.0,15.0,1.0,3.0,0.0,0.0,0.0,González,Leonardo,,,,,,,
4356,Kaká,ORL,M,28.0,28.0,2439.0,9.0,7.0,56.0,21.0,1.0,5.0,4.0,0.33,16.1,2015,REG,0.0,2.0,5.0,0.26,37.5,18.0,36.0,4.0,6.0,1.0,4.0,5.0,,Kaká,,,,,,,
4357,Gilberto,CHI,F,10.0,8.0,681.0,5.0,2.0,37.0,16.0,0.0,2.0,3.0,0.66,13.5,2015,REG,0.0,2.0,0.0,0.26,43.2,15.0,8.0,3.0,2.0,0.0,0.0,0.0,,Gilberto,,,,,,,
4358,Juninho,LA,M,34.0,32.0,2857.0,4.0,7.0,28.0,13.0,2.0,3.0,1.0,0.13,14.3,2015,REG,2.0,6.0,1.0,0.22,46.4,29.0,33.0,0.0,5.0,0.0,1.0,2.0,,Juninho,,,,,,,
4359,Felipe,NY,M,34.0,34.0,2922.0,3.0,5.0,56.0,13.0,1.0,2.0,1.0,0.09,5.4,2015,REG,1.0,3.0,2.0,0.15,23.2,33.0,63.0,4.0,5.0,0.0,0.0,0.0,,Felipe,,,,,,,
4360,Alex,CHI,M,16.0,9.0,827.0,2.0,0.0,12.0,3.0,1.0,2.0,0.0,0.22,16.7,2015,REG,0.0,0.0,0.0,0.0,25.0,12.0,13.0,0.0,1.0,0.0,0.0,0.0,,Alex,,,,,,,
4361,Fabinho,PHI,D,26.0,23.0,2106.0,1.0,3.0,14.0,3.0,0.0,1.0,0.0,0.04,7.1,2015,REG,1.0,2.0,1.0,0.13,21.4,32.0,35.0,0.0,3.0,0.0,0.0,0.0,,Fabinho,,,,,,,
4362,Thomas,SEA,M,11.0,7.0,547.0,1.0,1.0,9.0,6.0,0.0,1.0,0.0,0.16,11.1,2015,REG,0.0,1.0,0.0,0.16,66.7,8.0,16.0,4.0,1.0,0.0,0.0,0.0,,Thomas,,,,,,,
4363,Adaílton,CHI,D,17.0,17.0,1505.0,1.0,0.0,4.0,2.0,1.0,1.0,0.0,0.06,25.0,2015,REG,0.0,0.0,0.0,0.0,50.0,22.0,7.0,0.0,6.0,0.0,0.0,0.0,,Adaílton,,,,,,,
4364,Angelino,NYC,D,14.0,10.0,992.0,0.0,4.0,8.0,2.0,0.0,0.0,0.0,0.0,0.0,2015,REG,1.0,3.0,1.0,0.36,25.0,10.0,15.0,3.0,0.0,0.0,0.0,0.0,,Angelino,,,,,,,
4365,Pecka,RSL,M,4.0,1.0,111.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2015,REG,0.0,0.0,0.0,0.0,0.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,,Pecka,,,,,,,
4366,Estrela,ORL,M,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2015,REG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,Estrela,,,,,,,
4367,Jeanderson,POR,D,3.0,1.0,92.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2015,REG,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,,Jeanderson,,,,,,,
4368,Fred,PHI,M,6.0,0.0,83.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,2015,REG,0.0,0.0,0.0,0.0,33.3,4.0,2.0,0.0,1.0,1.0,0.0,0.0,,Fred,,,,,,,
4369,Leonardo,HOU,D,26.0,26.0,2264.0,0.0,0.0,8.0,1.0,0.0,0.0,0.0,0.0,0.0,2015,REG,0.0,0.0,0.0,0.0,12.5,40.0,17.0,1.0,2.0,1.0,0.0,0.0,,Leonardo,,,,,,,
4415,Blas Pérez,DAL,F,23.0,14.0,1274.0,5.0,1.0,33.0,16.0,3.0,5.0,0.0,0.35,15.2,2015,REG,0.0,1.0,0.0,0.07,48.5,23.0,28.0,6.0,2.0,1.0,0.0,0.0,Pérez,Blas,,,,,,,
4461,Giovani dos Santos,LA,F,10.0,10.0,803.0,3.0,5.0,22.0,10.0,0.0,3.0,0.0,0.34,13.6,2015,REG,3.0,3.0,2.0,0.56,45.5,10.0,13.0,3.0,0.0,0.0,0.0,0.0,dos Santos,Giovani,,,,,,,
4479,Bryan Róchez,ORL,F,16.0,0.0,265.0,3.0,0.0,11.0,7.0,2.0,1.0,2.0,1.02,27.3,2015,REG,0.0,0.0,0.0,0.0,63.6,6.0,7.0,8.0,2.0,0.0,0.0,0.0,Róchez,Bryan,,,,,,,
4483,Matías Pérez García,SJ,F,27.0,25.0,2032.0,2.0,7.0,31.0,14.0,1.0,1.0,1.0,0.09,6.5,2015,REG,4.0,5.0,2.0,0.31,45.2,27.0,84.0,1.0,2.0,2.0,0.0,0.0,Pérez García,Matías,,,,,,,
4509,Darwin Cerén,HOU,M,26.0,25.0,2254.0,2.0,2.0,29.0,7.0,0.0,2.0,0.0,0.08,6.9,2015,REG,1.0,0.0,2.0,0.08,24.1,53.0,33.0,0.0,6.0,0.0,0.0,0.0,Cerén,Darwin,,,,,,,
4556,Jorge Villafaña,USA,D-M,33.0,33.0,2929.0,1.0,5.0,15.0,7.0,0.0,1.0,0.0,0.03,6.7,2015,REG,2.0,3.0,2.0,0.15,46.7,26.0,34.0,4.0,3.0,0.0,0.0,0.0,Villafaña,Jorge,,,,,,,
4558,Stefan Ishizaki,LA,M,20.0,19.0,1629.0,1.0,5.0,25.0,8.0,0.0,1.0,0.0,0.06,4.0,2015,REG,0.0,2.0,3.0,0.28,32.0,17.0,28.0,2.0,3.0,0.0,0.0,0.0,Ishizaki,Stefan,,,,,,,
4560,Michel Garbini Pereira,DAL,M-D,18.0,12.0,914.0,1.0,4.0,10.0,4.0,1.0,1.0,0.0,0.1,10.0,2015,REG,1.0,3.0,1.0,0.39,40.0,12.0,15.0,0.0,3.0,0.0,0.0,0.0,Garbini Pereira,Michel,,,,,,,
4576,José Gonçalves,NE,D,29.0,28.0,2480.0,1.0,2.0,6.0,3.0,1.0,1.0,0.0,0.04,16.7,2015,REG,1.0,0.0,2.0,0.07,50.0,33.0,26.0,1.0,4.0,2.0,0.0,0.0,Gonçalves,José,,,,,,,
4593,Leonardo González,SEA,D,16.0,8.0,712.0,1.0,1.0,3.0,2.0,0.0,1.0,0.0,0.13,33.3,2015,REG,0.0,1.0,0.0,0.13,66.7,16.0,7.0,0.0,1.0,0.0,0.0,0.0,González,Leonardo,,,,,,,
4606,Juan Manuel Martínez,RSL,M-F,8.0,7.0,647.0,1.0,1.0,9.0,6.0,0.0,0.0,1.0,0.14,11.1,2015,REG,0.0,1.0,0.0,0.14,66.7,7.0,29.0,1.0,2.0,0.0,0.0,0.0,Manuel Martínez,Juan,,,,,,,
4608,Gonzalo Verón,NYR,M-F,13.0,2.0,321.0,1.0,1.0,10.0,4.0,0.0,1.0,0.0,0.28,10.0,2015,REG,0.0,1.0,0.0,0.28,40.0,6.0,11.0,2.0,0.0,0.0,0.0,0.0,Verón,Gonzalo,,,,,,,
4632,Hérculez Gómez,TOR,F,7.0,2.0,223.0,1.0,0.0,3.0,2.0,0.0,1.0,0.0,0.4,33.3,2015,REG,0.0,0.0,0.0,0.0,66.7,6.0,4.0,0.0,0.0,0.0,0.0,0.0,Gómez,Hérculez,,,,,,,
4634,Steven Vitória,CAN,D,18.0,18.0,1575.0,1.0,0.0,3.0,1.0,0.0,0.0,1.0,0.06,33.3,2015,REG,0.0,0.0,0.0,0.0,33.3,29.0,13.0,0.0,5.0,0.0,0.0,0.0,Vitória,Steven,,,,,,,
4638,Bradford Jamieson IV,LA,F,7.0,6.0,457.0,1.0,0.0,5.0,2.0,0.0,0.0,1.0,0.2,20.0,2015,REG,0.0,0.0,0.0,0.0,40.0,14.0,10.0,0.0,1.0,0.0,0.0,0.0,Jamieson IV,Bradford,,,,,,,
4651,Ambroise Oyongo,MTL,D,22.0,22.0,1864.0,1.0,0.0,13.0,3.0,0.0,0.0,1.0,0.05,7.7,2015,REG,0.0,0.0,0.0,0.0,23.1,24.0,30.0,3.0,1.0,2.0,0.0,0.0,Oyongo,Ambroise,,,,,,,
4751,Ishmael Yartey,POR,M,5.0,3.0,227.0,0.0,1.0,5.0,2.0,0.0,0.0,0.0,0.0,0.0,2015,REG,1.0,0.0,1.0,0.4,40.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,Yartey,Ishmael,,,,,,,
4766,Víctor Bernárdez,SJ,D,29.0,29.0,2508.0,0.0,1.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,2015,REG,1.0,1.0,0.0,0.04,0.0,36.0,16.0,1.0,6.0,1.0,0.0,0.0,Bernárdez,Víctor,,,,,,,
4775,Jack McBean,COL,F,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2015,REG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,McBean,Jack,,,,,,,
4782,Brandon Barklage,SJ,D,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2015,REG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Barklage,Brandon,,,,,,,
4787,Peguy Luyindula,NYR,F,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2015,REG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Luyindula,Peguy,,,,,,,
4791,Michael Bustamante,NYR,M,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2015,REG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Bustamante,Michael,,,,,,,
4796,Deshorn Brown,COL,F,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2015,REG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Brown,Deshorn,,,,,,,
4819,Andrew Jean-Baptiste,NYR,D,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2015,REG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Jean-Baptiste,Andrew,,,,,,,
4821,Matt Dunn,NYC,M,1.0,0.0,52.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2015,REG,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,Dunn,Matt,,,,,,,
4827,Ruben Bover,NYR,M,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2015,REG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Bover,Ruben,,,,,,,
4830,Andrés Mendoza,NYC,D,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2015,REG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Mendoza,Andrés,,,,,,,
4837,Kevin Parsemain,MTQ,F,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2015,REG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Parsemain,Kevin,,,,,,,
4846,Oumar Ballo,HOU,D,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2015,REG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Ballo,Oumar,,,,,,,
4863,Louis Béland-Goyette,MTL,M,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2015,REG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Béland-Goyette,Louis,,,,,,,
4869,James Ansu Rogers,KC,F,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2015,REG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Ansu Rogers,James,,,,,,,
4874,Ariel Lassiter,LA,F,1.0,0.0,19.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2015,REG,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Lassiter,Ariel,,,,,,,
4926,Hernan Grana,CLB,D,7.0,7.0,598.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,2015,REG,0.0,0.0,0.0,0.0,33.3,7.0,8.0,0.0,1.0,0.0,0.0,0.0,Grana,Hernan,,,,,,,
4965,Bernardo Añor,KC,M,13.0,4.0,483.0,0.0,0.0,11.0,3.0,0.0,0.0,0.0,0.0,0.0,2015,REG,0.0,0.0,0.0,0.0,27.3,11.0,11.0,0.0,2.0,0.0,0.0,0.0,Añor,Bernardo,,,,,,,
4967,Axel Sjöberg,COL,D,14.0,14.0,1259.0,0.0,0.0,12.0,4.0,0.0,0.0,0.0,0.0,0.0,2015,REG,0.0,0.0,0.0,0.0,33.3,24.0,8.0,0.0,5.0,1.0,0.0,0.0,Sjöberg,Axel,,,,,,,
4974,Guilherme do Prado,CHI,F,15.0,6.0,577.0,0.0,0.0,18.0,5.0,0.0,0.0,0.0,0.0,0.0,2015,REG,0.0,0.0,0.0,0.0,27.8,19.0,18.0,8.0,4.0,0.0,0.0,0.0,do Prado,Guilherme,,,,,,,
4993,Giovani dos Santos,LA,F,28.0,27.0,2350.0,14.0,12.0,63.0,31.0,2.0,6.0,8.0,0.54,22.2,2016,REG,2.0,6.0,6.0,0.46,49.2,17.0,24.0,12.0,3.0,0.0,1.0,1.0,dos Santos,Giovani,,,,,,,
5006,Kaká,ORL,M,24.0,23.0,1955.0,9.0,10.0,62.0,29.0,3.0,6.0,3.0,0.41,14.5,2016,REG,3.0,9.0,1.0,0.46,46.8,17.0,34.0,4.0,2.0,0.0,4.0,5.0,,Kaká,,,,,,,
5007,Felipe,NY,M,33.0,33.0,2898.0,5.0,7.0,54.0,22.0,1.0,4.0,1.0,0.16,9.3,2016,REG,0.0,4.0,3.0,0.22,40.7,51.0,66.0,0.0,6.0,1.0,0.0,0.0,,Felipe,,,,,,,
5008,Alex,HOU,M,30.0,29.0,2476.0,5.0,2.0,42.0,11.0,1.0,2.0,3.0,0.18,11.9,2016,REG,0.0,1.0,1.0,0.07,26.2,40.0,55.0,4.0,8.0,1.0,0.0,0.0,,Alex,,,,,,,
5009,Ilsinho,PHI,M,25.0,14.0,1286.0,2.0,2.0,30.0,7.0,0.0,2.0,0.0,0.14,6.7,2016,REG,1.0,1.0,1.0,0.14,23.3,13.0,14.0,3.0,2.0,1.0,1.0,2.0,,Ilsinho,,,,,,,
5010,Vytas,POR,D,11.0,10.0,916.0,1.0,0.0,5.0,1.0,0.0,1.0,0.0,0.1,20.0,2016,REG,0.0,0.0,0.0,0.0,20.0,19.0,15.0,1.0,2.0,0.0,0.0,0.0,,Vytas,,,,,,,
5011,Fabinho,PHI,D,29.0,29.0,2517.0,0.0,6.0,10.0,2.0,0.0,0.0,0.0,0.0,0.0,2016,REG,3.0,2.0,4.0,0.21,20.0,27.0,23.0,2.0,6.0,0.0,0.0,0.0,,Fabinho,,,,,,,
5012,Gilberto,CHI,F,9.0,8.0,641.0,0.0,2.0,23.0,4.0,0.0,0.0,0.0,0.0,0.0,2016,REG,1.0,2.0,0.0,0.28,17.4,7.0,10.0,4.0,0.0,0.0,0.0,0.0,,Gilberto,,,,,,,
5013,Leonardo,HOU,D,4.0,4.0,360.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2016,REG,0.0,0.0,0.0,0.0,0.0,8.0,1.0,0.0,0.0,0.0,0.0,0.0,,Leonardo,,,,,,,
5014,Samba,NE,D,2.0,1.0,91.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2016,REG,0.0,0.0,0.0,0.0,100.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,,Samba,,,,,,,
5015,Getterson,DAL,F,4.0,2.0,152.0,0.0,0.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,2016,REG,0.0,0.0,0.0,0.0,50.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,,Getterson,,,,,,,
5016,Agus,HOU,D,8.0,8.0,672.0,0.0,0.0,8.0,3.0,0.0,0.0,0.0,0.0,0.0,2016,REG,0.0,0.0,0.0,0.0,37.5,13.0,4.0,0.0,0.0,0.0,0.0,0.0,,Agus,,,,,,,
5038,Michael de Leeuw,CHI,F,18.0,17.0,1465.0,7.0,3.0,25.0,12.0,1.0,5.0,2.0,0.43,28.0,2016,REG,0.0,1.0,2.0,0.18,48.0,31.0,16.0,12.0,2.0,0.0,0.0,0.0,de Leeuw,Michael,,,,,,,
5039,Juan Manuel Martínez,RSL,M-F,32.0,29.0,2519.0,7.0,3.0,47.0,17.0,1.0,4.0,3.0,0.25,14.9,2016,REG,2.0,2.0,1.0,0.11,36.2,24.0,80.0,7.0,1.0,0.0,0.0,0.0,Manuel Martínez,Juan,,,,,,,
5079,Christian Bolaños,VAN,M,27.0,23.0,2116.0,5.0,8.0,34.0,13.0,2.0,2.0,3.0,0.21,14.7,2016,REG,1.0,7.0,1.0,0.34,38.2,24.0,32.0,5.0,2.0,0.0,0.0,1.0,Bolaños,Christian,,,,,,,
5189,Gonzalo Verón,NY,M-F,23.0,6.0,631.0,3.0,0.0,18.0,8.0,0.0,1.0,2.0,0.43,16.7,2016,REG,0.0,0.0,0.0,0.0,44.4,11.0,15.0,6.0,2.0,1.0,0.0,0.0,Verón,Gonzalo,,,,,,,
5224,Axel Sjöberg,COL,D,31.0,31.0,2772.0,2.0,1.0,11.0,6.0,1.0,0.0,2.0,0.06,18.2,2016,REG,0.0,0.0,1.0,0.03,54.5,25.0,11.0,0.0,6.0,0.0,0.0,0.0,Sjöberg,Axel,,,,,,,
5236,Blas Pérez,VAN,F,22.0,5.0,754.0,2.0,1.0,15.0,5.0,1.0,2.0,0.0,0.24,13.3,2016,REG,0.0,1.0,0.0,0.12,33.3,26.0,22.0,2.0,5.0,0.0,0.0,0.0,Pérez,Blas,,,,,,,
5292,Álvaro Fernández,SEA,M,10.0,8.0,530.0,1.0,1.0,5.0,2.0,0.0,1.0,0.0,0.17,20.0,2016,REG,0.0,0.0,1.0,0.17,40.0,8.0,11.0,4.0,0.0,0.0,0.0,0.0,Fernández,Álvaro,,,,,,,
5306,Sunday Stephen,RSL,M,15.0,15.0,1115.0,1.0,1.0,12.0,3.0,0.0,1.0,0.0,0.08,8.3,2016,REG,0.0,0.0,1.0,0.08,25.0,26.0,14.0,0.0,4.0,0.0,0.0,0.0,Stephen,Sunday,,,,,,,
5313,Víctor Bernárdez,SJ,D,33.0,33.0,2835.0,1.0,1.0,13.0,2.0,0.0,1.0,0.0,0.03,7.7,2016,REG,0.0,1.0,0.0,0.03,15.4,40.0,24.0,2.0,5.0,0.0,0.0,0.0,Bernárdez,Víctor,,,,,,,
5347,Nuno Andre Coelho,SKC,D,22.0,20.0,1618.0,1.0,1.0,18.0,3.0,1.0,0.0,1.0,0.06,5.6,2016,REG,1.0,1.0,0.0,0.06,16.7,4.0,12.0,0.0,2.0,0.0,0.0,0.0,Andre Coelho,Nuno,,,,,,,
5379,Diego Rubio,SKC,F,15.0,3.0,330.0,1.0,0.0,13.0,2.0,0.0,0.0,1.0,0.27,7.7,2016,REG,0.0,0.0,0.0,0.0,15.4,13.0,13.0,5.0,2.0,0.0,0.0,0.0,Rubio,Diego,,,,,,,
5424,Matías Pérez García,ORL,F,27.0,19.0,1635.0,0.0,3.0,24.0,6.0,0.0,0.0,0.0,0.0,0.0,2016,REG,2.0,1.0,2.0,0.17,25.0,14.0,62.0,1.0,3.0,0.0,0.0,0.0,Pérez García,Matías,,,,,,,
5443,Darwin Cerén,HOU,M,28.0,23.0,2113.0,0.0,2.0,30.0,3.0,0.0,0.0,0.0,0.0,0.0,2016,REG,0.0,1.0,1.0,0.09,10.0,41.0,29.0,1.0,4.0,1.0,0.0,0.0,Cerén,Darwin,,,,,,,
5518,Paul Clowes,DC,M,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2016,REG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Clowes,Paul,,,,,,,
5538,Juan Esteban Ortiz,DAL,M,5.0,2.0,171.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2016,REG,0.0,0.0,0.0,0.0,0.0,5.0,1.0,0.0,2.0,0.0,0.0,0.0,Esteban Ortiz,Juan,,,,,,,
5543,Michael Seaton,POR,F,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2016,REG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Seaton,Michael,,,,,,,
5561,Emilio Orozco,RSL,D,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2016,REG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Orozco,Emilio,,,,,,,
5568,Amro Tarek,CLB,D,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2016,REG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Tarek,Amro,,,,,,,
5574,Pedro Baez,RSL,F,1.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2016,REG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Baez,Pedro,,,,,,,
5576,Derrick Etienne Jr.,NY,M,1.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2016,REG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Etienne Jr.,Derrick,,,,,,,
5603,Bryan Róchez,ORL,F,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2016,REG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Róchez,Bryan,,,,,,,
5604,Andrew Brody,RSL,F,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2016,REG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Brody,Andrew,,,,,,,
5629,Raheem Edwards,MTL,F,1.0,0.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2016,REG,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Edwards,Raheem,,,,,,,
