,Player,Club,POS,GP,GS,MINS,G,A,SHTS,SOG,GWG,HmG,RdG,Gp90,SCpct,Year,Season,GWA,HmA,RdA,Ap90,SOGpct,FC,FS,OFF,YC,RC,PKG,PKA,Last Name,First Name,Club_Dup,First Name_Dup,Player_Dup,POS_Dup,Base Salary,Guaranteed Compensation,Date
5635,Bradford Jamieson IV,LA,F,3.0,0.0,39.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2016,REG,0.0,0.0,0.0,0.0,100.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,Jamieson IV,Bradford,,,,,,,
5673,José Gonçalves,NE,D,28.0,28.0,2519.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,2016,REG,0.0,0.0,0.0,0.0,0.0,41.0,22.0,1.0,3.0,0.0,0.0,0.0,Gonçalves,José,,,,,,,
5709,Hérculez Gómez,SEA,F,21.0,9.0,842.0,0.0,0.0,14.0,7.0,0.0,0.0,0.0,0.0,0.0,2016,REG,0.0,0.0,0.0,0.0,50.0,16.0,18.0,2.0,1.0,0.0,0.0,0.0,Gómez,Hérculez,,,,,,,
5799,Kaká,ORL,M,23.0,18.0,1564.0,6.0,5.0,31.0,10.0,0.0,4.0,2.0,0.35,19.4,2017,REG,0.0,2.0,3.0,0.29,32.3,20.0,22.0,3.0,6.0,1.0,0.0,0.0,,Kaká,,,,,,,
5800,Ilsinho,PHI,M,27.0,24.0,1848.0,6.0,5.0,38.0,11.0,2.0,6.0,0.0,0.29,15.8,2017,REG,2.0,5.0,0.0,0.24,28.9,33.0,14.0,9.0,4.0,0.0,0.0,0.0,,Ilsinho,,,,,,,
5801,Alex,HOU,M,32.0,28.0,2309.0,2.0,11.0,40.0,14.0,2.0,2.0,0.0,0.08,5.0,2017,REG,3.0,8.0,3.0,0.43,35.0,35.0,55.0,6.0,5.0,1.0,0.0,0.0,,Alex,,,,,,,
5802,Felipe,NY,M,33.0,33.0,2961.0,2.0,5.0,37.0,12.0,0.0,2.0,0.0,0.06,5.4,2017,REG,3.0,2.0,3.0,0.15,32.4,58.0,87.0,2.0,5.0,0.0,0.0,0.0,,Felipe,,,,,,,
5803,Leonardo,HOU,D,30.0,29.0,2616.0,2.0,1.0,13.0,2.0,1.0,2.0,0.0,0.07,15.4,2017,REG,0.0,1.0,0.0,0.03,15.4,38.0,6.0,1.0,3.0,0.0,0.0,0.0,,Leonardo,,,,,,,
5804,Juninho,CHI,M,21.0,17.0,1528.0,1.0,2.0,26.0,9.0,1.0,1.0,0.0,0.06,3.8,2017,REG,0.0,1.0,1.0,0.12,34.6,16.0,14.0,0.0,3.0,1.0,0.0,0.0,,Juninho,,,,,,,
5805,Ibson,MIN,M,31.0,29.0,2660.0,0.0,6.0,17.0,7.0,0.0,0.0,0.0,0.0,0.0,2017,REG,3.0,3.0,3.0,0.2,41.2,32.0,75.0,2.0,6.0,0.0,0.0,0.0,,Ibson,,,,,,,
5806,Vytas,POR,D,23.0,19.0,1780.0,0.0,4.0,8.0,2.0,0.0,0.0,0.0,0.0,0.0,2017,REG,2.0,4.0,0.0,0.2,25.0,25.0,9.0,0.0,5.0,0.0,0.0,0.0,,Vytas,,,,,,,
5807,Artur,CLB,M,24.0,19.0,1702.0,0.0,3.0,19.0,3.0,0.0,0.0,0.0,0.0,0.0,2017,REG,2.0,3.0,0.0,0.16,15.8,32.0,20.0,2.0,1.0,0.0,0.0,0.0,,Artur,,,,,,,
5808,Fabinho,PHI,D,22.0,21.0,1902.0,0.0,2.0,8.0,3.0,0.0,0.0,0.0,0.0,0.0,2017,REG,0.0,2.0,0.0,0.09,37.5,30.0,26.0,1.0,4.0,0.0,0.0,0.0,,Fabinho,,,,,,,
5809,PC,OCS,D,8.0,5.0,436.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,2017,REG,0.0,0.0,1.0,0.21,0.0,10.0,10.0,0.0,1.0,1.0,0.0,0.0,,PC,,,,,,,
5810,Agus,HOU,D,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017,REG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,Agus,,,,,,,
5813,Gonzalo Verón,NYR,M-F,24.0,5.0,777.0,6.0,3.0,28.0,13.0,2.0,2.0,4.0,0.69,21.4,2017,REG,1.0,1.0,2.0,0.35,46.4,16.0,28.0,3.0,1.0,0.0,3.0,4.0,Verón,Gonzalo,,,,,,,
5815,Giovani dos Santos,LA,F,25.0,25.0,2189.0,6.0,3.0,59.0,17.0,0.0,2.0,4.0,0.25,10.2,2017,REG,2.0,1.0,2.0,0.12,28.8,14.0,21.0,7.0,3.0,0.0,3.0,3.0,dos Santos,Giovani,,,,,,,
5816,Jonathan dos Santos,LA,M,12.0,11.0,1004.0,1.0,1.0,11.0,2.0,0.0,1.0,0.0,0.09,9.1,2017,REG,0.0,0.0,1.0,0.09,18.2,7.0,10.0,0.0,4.0,0.0,0.0,0.0,dos Santos,Jonathan,,,,,,,
5817,Diego Rubio,SKC,F,16.0,11.0,1010.0,6.0,2.0,37.0,14.0,3.0,5.0,1.0,0.53,16.2,2017,REG,1.0,2.0,0.0,0.18,37.8,22.0,28.0,6.0,2.0,0.0,0.0,1.0,Rubio,Diego,,,,,,,
5833,Marco Ureña,LFC,F,25.0,22.0,1766.0,5.0,3.0,49.0,24.0,2.0,3.0,2.0,0.25,10.2,2017,REG,2.0,2.0,1.0,0.15,49.0,20.0,17.0,12.0,3.0,0.0,0.0,0.0,Ureña,Marco,,,,,,,
5849,Michael de Leeuw,CHI,F,30.0,26.0,2189.0,3.0,8.0,37.0,13.0,0.0,2.0,1.0,0.12,8.1,2017,REG,3.0,5.0,3.0,0.33,35.1,48.0,35.0,7.0,5.0,0.0,0.0,0.0,de Leeuw,Michael,,,,,,,
5869,Bradford Jamieson IV,LA,F,24.0,11.0,984.0,3.0,1.0,8.0,3.0,0.0,2.0,1.0,0.27,37.5,2017,REG,0.0,1.0,0.0,0.09,37.5,25.0,12.0,1.0,2.0,0.0,0.0,0.0,Jamieson IV,Bradford,,,,,,,
5935,Ballou Jean-Yves Tabla,MTL,F,21.0,11.0,1146.0,2.0,2.0,26.0,10.0,1.0,0.0,2.0,0.16,7.7,2017,REG,0.0,2.0,0.0,0.16,38.5,26.0,24.0,1.0,4.0,0.0,0.0,0.0,Jean-Yves Tabla,Ballou,,,,,,,
5996,Michael Amir Murillo,NY,D,17.0,15.0,1316.0,2.0,0.0,17.0,7.0,0.0,1.0,1.0,0.14,11.8,2017,REG,0.0,0.0,0.0,0.0,41.2,17.0,20.0,0.0,3.0,0.0,0.0,0.0,Amir Murillo,Michael,,,,,,,
6028,Matías Pérez García,ORL,F,15.0,11.0,971.0,1.0,2.0,17.0,5.0,0.0,1.0,0.0,0.09,5.9,2017,REG,1.0,2.0,0.0,0.19,29.4,16.0,36.0,2.0,3.0,0.0,0.0,0.0,Pérez García,Matías,,,,,,,
6045,Ambroise Oyongo,MTL,D,11.0,11.0,990.0,1.0,1.0,10.0,3.0,0.0,1.0,0.0,0.09,10.0,2017,REG,0.0,0.0,1.0,0.09,30.0,12.0,14.0,0.0,0.0,0.0,0.0,0.0,Oyongo,Ambroise,,,,,,,
6057,Frederic Brillant,DC,D,23.0,16.0,1523.0,1.0,1.0,15.0,5.0,1.0,1.0,0.0,0.06,6.7,2017,REG,0.0,1.0,0.0,0.06,33.3,10.0,7.0,1.0,3.0,0.0,0.0,0.0,Brillant,Frederic,,,,,,,
6098,Axel Sjöberg,COL,D,19.0,19.0,1637.0,1.0,0.0,11.0,2.0,0.0,1.0,0.0,0.05,9.1,2017,REG,0.0,0.0,0.0,0.0,18.2,23.0,6.0,0.0,1.0,1.0,0.0,0.0,Sjöberg,Axel,,,,,,,
6106,Juan David Cabezas,HOU,M,27.0,26.0,2231.0,1.0,0.0,20.0,4.0,0.0,1.0,0.0,0.04,5.0,2017,REG,0.0,0.0,0.0,0.0,20.0,63.0,16.0,0.0,7.0,0.0,0.0,0.0,David Cabezas,Juan,,,,,,,
6107,Jose Guillermo Ortiz,DC,F,16.0,7.0,669.0,1.0,0.0,21.0,8.0,0.0,1.0,0.0,0.13,4.8,2017,REG,0.0,0.0,0.0,0.0,38.1,9.0,8.0,8.0,1.0,0.0,0.0,0.0,Guillermo Ortiz,Jose,,,,,,,
6111,Christian Bolaños,VAN,M,21.0,18.0,1626.0,0.0,7.0,29.0,7.0,0.0,0.0,0.0,0.0,0.0,2017,REG,3.0,5.0,2.0,0.39,24.1,12.0,30.0,2.0,0.0,1.0,0.0,0.0,Bolaños,Christian,,,,,,,
6183,Derrick Etienne Jr.,NY,M,18.0,8.0,702.0,0.0,2.0,13.0,6.0,0.0,0.0,0.0,0.0,0.0,2017,REG,0.0,2.0,0.0,0.26,46.2,10.0,14.0,4.0,2.0,0.0,0.0,0.0,Etienne Jr.,Derrick,,,,,,,
6185,Darwin Cerén,HOU,M,21.0,19.0,1642.0,0.0,2.0,17.0,2.0,0.0,0.0,0.0,0.0,0.0,2017,REG,1.0,1.0,1.0,0.11,11.8,33.0,22.0,0.0,3.0,2.0,0.0,0.0,Cerén,Darwin,,,,,,,
6188,Louis Béland-Goyette,MTL,M,6.0,4.0,293.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017,REG,0.0,1.0,0.0,0.31,0.0,10.0,3.0,0.0,2.0,0.0,0.0,0.0,Béland-Goyette,Louis,,,,,,,
6197,Sunday Stephen,RSL,M,21.0,18.0,1493.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2017,REG,0.0,0.0,1.0,0.06,0.0,44.0,10.0,0.0,8.0,0.0,0.0,0.0,Stephen,Sunday,,,,,,,
6232,Víctor Bernárdez,SJ,D,25.0,25.0,2228.0,0.0,1.0,13.0,1.0,0.0,0.0,0.0,0.0,0.0,2017,REG,0.0,1.0,0.0,0.04,7.7,28.0,8.0,0.0,2.0,2.0,0.0,0.0,Bernárdez,Víctor,,,,,,,
6253,Bernardo Añor,MIN,M,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017,REG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Añor,Bernardo,,,,,,,
6259,Johan Brunell,TOR,D,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017,REG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Brunell,Johan,,,,,,,
6307,Bryan Róchez,ATL,F,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017,REG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Róchez,Bryan,,,,,,,
6346,Harold Hanson,POR,D,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017,REG,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Hanson,Harold,,,,,,,
6348,Hassan Ndam,NY,D,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017,REG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Ndam,Hassan,,,,,,,
6357,Nick DePuy,MTL,F,5.0,1.0,128.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2017,REG,0.0,0.0,0.0,0.0,0.0,4.0,3.0,1.0,0.0,0.0,0.0,0.0,DePuy,Nick,,,,,,,
6385,Pele van Anholt,LA,D,5.0,5.0,357.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,2017,REG,0.0,0.0,0.0,0.0,50.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,van Anholt,Pele,,,,,,,
6392,Mike da Fonte,COL,D,17.0,14.0,1223.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2017,REG,0.0,0.0,0.0,0.0,0.0,30.0,14.0,0.0,5.0,0.0,0.0,0.0,da Fonte,Mike,,,,,,,
6415,Álvaro Fernández,SEA,M,10.0,5.0,492.0,0.0,0.0,5.0,4.0,0.0,0.0,0.0,0.0,0.0,2017,REG,0.0,0.0,0.0,0.0,80.0,4.0,8.0,2.0,1.0,0.0,0.0,0.0,Fernández,Álvaro,,,,,,,
6441,,,,,,,,,,,,,,,,2007,,,,,,,,,,,,,,Correa,,CHI,Thiago,Thiago Correa,M,44100.0,44100.0,2007-08-31
6442,,,,,,,,,,,,,,,,2007,,,,,,,,,,,,,,Marques,,CHI,Bruno,Bruno Marques,M,12900.0,12900.0,2007-08-31
6443,,,,,,,,,,,,,,,,2007,,,,,,,,,,,,,,Flores,,CHV,Jorge,Jorge Flores,M,12900.0,13275.0,2007-08-31
6444,,,,,,,,,,,,,,,,2007,,,,,,,,,,,,,,Lopez,,CHV,Rodrigo,Rodrigo Lopez,M,17700.0,17700.0,2007-08-31
6445,,,,,,,,,,,,,,,,2007,,,,,,,,,,,,,,Schelotto,,CLB,Guillermo Barros,Guillermo Barros Schelotto,F,150000.0,150000.0,2007-08-31
6446,,,,,,,,,,,,,,,,2007,,,,,,,,,,,,,,De Oliveira,,DAL,Denilson,Denilson De Oliveira,M,872736.0,879936.0,2007-08-31
6447,,,,,,,,,,,,,,,,2007,,,,,,,,,,,,,,Pereira,,DAL,Ricardo,Ricardo Pereira,F,30000.0,30000.0,2007-08-31
6448,,,,,,,,,,,,,,,,2007,,,,,,,,,,,,,,Carreiro,,DC,Fred da Silva,Fred da Silva Carreiro,M-F,190008.0,222008.0,2007-08-31
6449,,,,,,,,,,,,,,,,2007,,,,,,,,,,,,,,DeRoux,,DC,Stephen,Stephen DeRoux,M,12900.0,12900.0,2007-08-31
6450,,,,,,,,,,,,,,,,2007,,,,,,,,,,,,,,DeRosario,,HOU,Dwayne,Dwayne DeRosario,M,324999.96,324999.96,2007-08-31
6451,,,,,,,,,,,,,,,,2007,,,,,,,,,,,,,,Hayden,,HOU,John-Michael,John-Michael Hayden,M,17700.0,17700.0,2007-08-31
6452,,,,,,,,,,,,,,,,2007,,,,,,,,,,,,,,Burciaga,,KC,Jose,Jose Burciaga,D,100000.0,102500.0,2007-08-31
6453,,,,,,,,,,,,,,,,2007,,,,,,,,,,,,,,Angel,,NY,Juan Pablo,Juan Pablo Angel,F,1500000.0,1593750.0,2007-08-31
6454,,,,,,,,,,,,,,,,2007,,,,,,,,,,,,,,Van Den Bergh,,NY,Dave,Dave Van Den Bergh,M,180000.0,214583.33,2007-08-31
6455,,,,,,,,,,,,,,,,2007,,,,,,,,,,,,,,Attakora-Gyan,,TFC,Nana,Nana Attakora-Gyan,D,12900.0,12900.0,2007-08-31
6456,,,,,,,,,,,,,,,,2008,,,,,,,,,,,,,,Ferreira,,CHV,Dejair,Dejair Ferreira,M,96000.0,185230.77,2008-10-07
6457,,,,,,,,,,,,,,,,2008,,,,,,,,,,,,,,Flores,,CHV,Jorge,Jorge Flores,F,17700.0,17700.0,2008-10-07
6458,,,,,,,,,,,,,,,,2008,,,,,,,,,,,,,,Schelotto,,CLB,Guillermo Barros,Guillermo Barros Schelotto,F,250000.0,375000.0,2008-10-07
6459,,,,,,,,,,,,,,,,2008,,,,,,,,,,,,,,Burciaga,,COL,Jose,Jose Burciaga,D,80000.0,82500.0,2008-10-07
6460,,,,,,,,,,,,,,,,2008,,,,,,,,,,,,,,Carreiro da Silva,,DC,Fred,Fred Carreiro da Silva,M,210000.0,242000.0,2008-10-07
6461,,,,,,,,,,,,,,,,2008,,,,,,,,,,,,,,DeRosario,,HOU,Dwayne,Dwayne DeRosario,M,325000.0,324999.96,2008-10-07
6462,,,,,,,,,,,,,,,,2008,,,,,,,,,,,,,,Hayden,,HOU,John-Michael,John-Michael Hayden,M,17700.0,17700.0,2008-10-07
6463,,,,,,,,,,,,,,,,2008,,,,,,,,,,,,,,Bowen,,LA,Tristan,Tristan Bowen,F,45000.0,76363.63,2008-10-07
6464,,,,,,,,,,,,,,,,2008,,,,,,,,,,,,,,Angel,,NY,Juan Pablo,Juan Pablo Angel,F,1500000.0,1593750.0,2008-10-07
6465,,,,,,,,,,,,,,,,2008,,,,,,,,,,,,,,M'Buta,,NY,Andongcho,Andongcho M'Buta,M,12900.0,12900.0,2008-10-07
6466,,,,,,,,,,,,,,,,2008,,,,,,,,,,,,,,Van Den Bergh,,NY,Dave,Dave Van Den Bergh,M,240000.0,274583.33,2008-10-07
6467,,,,,,,,,,,,,,,,2008,,,,,,,,,,,,,,Angulo,,Pool,Jose,Jose Angulo,F,12900.0,12900.0,2008-10-07
6468,,,,,,,,,,,,,,,,2008,,,,,,,,,,,,,,Le Toux,,SEA,Sebastian,Sebastian Le Toux,M,84000.0,96000.0,2008-10-07
6469,,,,,,,,,,,,,,,,2008,,,,,,,,,,,,,,Attakora-Gyan,,TFC,Nana,Nana Attakora-Gyan,D,12900.0,12900.0,2008-10-07
6470,,,,,,,,,,,,,,,,2009,,,,,,,,,,,,,,Flores,,CHV,Jorge,Jorge Flores,F,34000.0,34000.0,2009-09-15
6471,,,,,,,,,,,,,,,,2009,,,,,,,,,,,,,,Renteria,,CLB,Emilio,Emilio Renteria,F,90000.0,91875.0,2009-09-15
6472,,,,,,,,,,,,,,,,2009,,,,,,,,,,,,,,Schelotto,,CLB,Guillermo Barros,Guillermo Barros Schelotto,F-M,650000.0,775000.0,2009-09-15
6473,,,,,,,,,,,,,,,,2009,,,,,,,,,,,,,,Benitez,,DAL,Jair,Jair Benitez,D,36000.0,36000.0,2009-09-15
6474,,,,,,,,,,,,,,,,2009,,,,,,,,,,,,,,Chavez,,DAL,Marvin,Marvin Chavez,M,60000.0,70000.0,2009-09-15
6475,,,,,,,,,,,,,,,,2009,,,,,,,,,,,,,,Leyva,,DAL,Bryan,Bryan Leyva,M,45000.0,75833.32,2009-09-15
6476,,,,,,,,,,,,,,,,2009,,,,,,,,,,,,,,Van Den Bergh,,DAL,Dave,Dave Van Den Bergh,M,210000.0,227000.0,2009-09-15
6477,,,,,,,,,,,,,,,,2009,,,,,,,,,,,,,,Carreiro,,DC,Fred,Fred Carreiro,M-F,225000.0,257000.0,2009-09-15
6478,,,,,,,,,,,,,,,,2009,,,,,,,,,,,,,,Hayden,,HOU,John-Michael,John-Michael Hayden,M,20100.0,20100.0,2009-09-15
6479,,,,,,,,,,,,,,,,2009,,,,,,,,,,,,,,Sesay,,LA,Israel,Israel Sesay,F,70000.0,102083.33,2009-09-15
6480,,,,,,,,,,,,,,,,2009,,,,,,,,,,,,,,Ombiogno,,NE,Stephane,Stephane Ombiogno,F,35652.0,43777.0,2009-09-15
6481,,,,,,,,,,,,,,,,2009,,,,,,,,,,,,,,Angel,,NY,Juan Pablo,Juan Pablo Angel,F,1500000.0,1798000.0,2009-09-15
6482,,,,,,,,,,,,,,,,2009,,,,,,,,,,,,,,M'Buta,,NY,Matthew,Matthew M'Buta,M,20100.0,20100.0,2009-09-15
6483,,,,,,,,,,,,,,,,2009,,,,,,,,,,,,,,Hurtado,,SEA,John Kennedy,John Kennedy Hurtado,D,36000.0,37000.0,2009-09-15
6484,,,,,,,,,,,,,,,,2009,,,,,,,,,,,,,,Elliot,,SJ,Simon,Simon Elliot,M,80640.0,87315.0,2009-09-15
6485,,,,,,,,,,,,,,,,2009,,,,,,,,,,,,,,Luiz Moreira,,SJ,Andre,Andre Luiz Moreira,M,36000.0,36000.0,2009-09-15
6486,,,,,,,,,,,,,,,,2009,,,,,,,,,,,,,,Attakora-Gyan,,TFC,Nana,Nana Attakora-Gyan,D,34000.0,34000.0,2009-09-15
6487,,,,,,,,,,,,,,,,2009,,,,,,,,,,,,,,DeRosario,,TFC,Dwayne,Dwayne DeRosario,M,357000.0,425750.0,2009-09-15
6488,,,,,,,,,,,,,,,,2009,,,,,,,,,,,,,,Sayang,,TFC,Amadou,Amadou Sayang,D,34008.0,40563.55,2009-09-15
6489,,,,,,,,,,,,,,,,2010,,,,,,,,,,,,,,Flores,,CHV,Jorge,Jorge Flores,F,40000.0,40000.0,2010-08-12
6490,,,,,,,,,,,,,,,,2010,,,,,,,,,,,,,,Umana,,CHV,Michael,Michael Umana,D,132000.0,144312.5,2010-08-12
6491,,,,,,,,,,,,,,,,2010,,,,,,,,,,,,,,Renteria,,CLB,Emilio,Emilio Renteria,F,108000.0,109875.0,2010-08-12
6492,,,,,,,,,,,,,,,,2010,,,,,,,,,,,,,,Benitez,,DAL,Jair,Jair Benitez,D,42000.0,63250.0,2010-08-12
6493,,,,,,,,,,,,,,,,2010,,,,,,,,,,,,,,Chavez,,DAL,Marvin,Marvin Chavez,M,60000.0,70000.0,2010-08-12
6494,,,,,,,,,,,,,,,,2010,,,,,,,,,,,,,,Ulloa,,DAL,Victor,Victor Ulloa,M,31260.0,31260.0,2010-08-12
6495,,,,,,,,,,,,,,,,2010,,,,,,,,,,,,,,Navas,,HOU,Francisco,Francisco Navas,M,40000.0,40000.0,2010-08-12
6496,,,,,,,,,,,,,,,,2010,,,,,,,,,,,,,,Dos Santos Cazumba,,LA,Alex,Alex Dos Santos Cazumba,D,70000.0,80000.0,2010-08-12
6497,,,,,,,,,,,,,,,,2010,,,,,,,,,,,,,,Gomes,,LA,Juninho,Juninho Gomes,M,70000.0,80000.0,2010-08-12
6498,,,,,,,,,,,,,,,,2010,,,,,,,,,,,,,,Ribeiro Da Silva,,LA,Leonardo,Leonardo Ribeiro Da Silva,D,70000.0,80000.0,2010-08-12
6499,,,,,,,,,,,,,,,,2010,,,,,,,,,,,,,,Sesay,,LA,Israel,Israel Sesay,F,75000.0,107083.33,2010-08-12
6500,,,,,,,,,,,,,,,,2010,,,,,,,,,,,,,,Angel,,NY,Juan Pablo,Juan Pablo Angel,F,1620000.0,1918000.0,2010-08-12
6501,,,,,,,,,,,,,,,,2010,,,,,,,,,,,,,,Da Luz,,NY,Austin,Austin Da Luz,M,40000.0,52125.0,2010-08-12
6502,,,,,,,,,,,,,,,,2010,,,,,,,,,,,,,,Marquez,,NY,Rafael,Rafael Marquez,D,5544000.0,5544000.0,2010-08-12
6503,,,,,,,,,,,,,,,,2010,,,,,,,,,,,,,,Salou,,NY,Ibrahim,Ibrahim Salou,F,264000.0,264000.0,2010-08-12
6504,,,,,,,,,,,,,,,,2010,,,,,,,,,,,,,,Orozco,,PHI,Michael,Michael Orozco,D,150000.0,200000.0,2010-08-12
6505,,,,,,,,,,,,,,,,2010,,,,,,,,,,,,,,Fernandez,,SEA,Alvaro,Alvaro Fernandez,M,300000.0,300000.0,2010-08-12
6506,,,,,,,,,,,,,,,,2010,,,,,,,,,,,,,,Hurtado,,SEA,John Kennedy,John Kennedy Hurtado,D,120000.0,121000.0,2010-08-12
6507,,,,,,,,,,,,,,,,2010,,,,,,,,,,,,,,Montano,,SEA,Miguel,Miguel Montano,F,40008.0,40008.0,2010-08-12
6508,,,,,,,,,,,,,,,,2010,,,,,,,,,,,,,,Da Silva,,SJ,Eduardo,Eduardo Da Silva,F,48000.0,48000.0,2010-08-12
6509,,,,,,,,,,,,,,,,2010,,,,,,,,,,,,,,Jassey,,SJ,Omar,Omar Jassey,M,42000.0,47500.0,2010-08-12
6510,,,,,,,,,,,,,,,,2010,,,,,,,,,,,,,,Luiz Moreira,,SJ,Andre,Andre Luiz Moreira,M,60000.0,60000.0,2010-08-12
6511,,,,,,,,,,,,,,,,2010,,,,,,,,,,,,,,Attakora-Gyan,,TFC,Nana,Nana Attakora-Gyan,D,40000.0,40000.0,2010-08-12
6512,,,,,,,,,,,,,,,,2010,,,,,,,,,,,,,,DeRosario,,TFC,Dwayne,Dwayne DeRosario,M,375000.0,443750.0,2010-08-12
6513,,,,,,,,,,,,,,,,2011,,,,,,,,,,,,,,Gulley,,CHI,Kellen,Kellen Gulley,F,48000.0,62000.0,2011-09-01
6514,,,,,,,,,,,,,,,,2011,,,,,,,,,,,,,,Angel,,CHV,Juan Pablo,Juan Pablo Angel,F,1000000.0,1250000.0,2011-09-01
6515,,,,,,,,,,,,,,,,2011,,,,,,,,,,,,,,De La Fuente,,CHV,Bryan,Bryan De La Fuente,M,50400.0,52200.0,2011-09-01
6516,,,,,,,,,,,,,,,,2011,,,,,,,,,,,,,,Elliot,,CHV,Simon,Simon Elliot,M,75000.0,79000.0,2011-09-01
6517,,,,,,,,,,,,,,,,2011,,,,,,,,,,,,,,Flores,,CHV,Jorge,Jorge Flores,F,60000.0,61666.67,2011-09-01
6518,,,,,,,,,,,,,,,,2011,,,,,,,,,,,,,,Lopes,,CHV,David Junior,David Junior Lopes,D,45000.0,45000.0,2011-09-01
6519,,,,,,,,,,,,,,,,2011,,,,,,,,,,,,,,Umana,,CHV,Michael,Michael Umana,D,138000.0,145500.0,2011-09-01
6520,,,,,,,,,,,,,,,,2011,,,,,,,,,,,,,,Anor,,CLB,Bernardo,Bernardo Anor,M,42000.0,42000.0,2011-09-01
6521,,,,,,,,,,,,,,,,2011,,,,,,,,,,,,,,Renteria,,CLB,Emilio,Emilio Renteria,F,120000.0,121875.0,2011-09-01
6522,,,,,,,,,,,,,,,,2011,,,,,,,,,,,,,,Benitez,,DAL,Jair,Jair Benitez,D,150000.0,171250.0,2011-09-01
6523,,,,,,,,,,,,,,,,2011,,,,,,,,,,,,,,Chavez,,DAL,Marvin,Marvin Chavez,M,50000.0,50000.0,2011-09-01
6524,,,,,,,,,,,,,,,,2011,,,,,,,,,,,,,,Da Luz,,DC,Austin,Austin Da Luz,M,44000.0,82375.0,2011-09-01
6525,,,,,,,,,,,,,,,,2011,,,,,,,,,,,,,,DeRosario,,DC,Dwayne,Dwayne DeRosario,M,425000.0,493750.0,2011-09-01
6526,,,,,,,,,,,,,,,,2011,,,,,,,,,,,,,,Navas,,HOU,Francisco,Francisco Navas,M,42000.0,46250.0,2011-09-01
6527,,,,,,,,,,,,,,,,2011,,,,,,,,,,,,,,Cesar,,KC,Julio,Julio Cesar,D,210000.0,213750.0,2011-09-01
6528,,,,,,,,,,,,,,,,2011,,,,,,,,,,,,,,Jeferson,,KC,,Jeferson,F,429996.0,484996.0,2011-09-01
6529,,,,,,,,,,,,,,,,2011,,,,,,,,,,,,,,Gomes,,LA,Juninho,Juninho Gomes,M,90000.0,100000.0,2011-09-01
6530,,,,,,,,,,,,,,,,2011,,,,,,,,,,,,,,Lopez,,LA,Miguel,Miguel Lopez,M,45000.0,45000.0,2011-09-01
6531,,,,,,,,,,,,,,,,2011,,,,,,,,,,,,,,Lopez,,POR,Rodrigo,Rodrigo Lopez,M,32604.0,32604.0,2011-09-01
6532,,,,,,,,,,,,,,,,2011,,,,,,,,,,,,,,Ribeiro Da Silva,,LA,Leonardo,Leonardo Ribeiro Da Silva,D,90000.0,100000.0,2011-09-01
6533,,,,,,,,,,,,,,,,2011,,,,,,,,,,,,,,Chirgadze,,NY,Giorgi,Giorgi Chirgadze,F,42000.0,42000.0,2011-09-01
6534,,,,,,,,,,,,,,,,2011,,,,,,,,,,,,,,Marquez,,NY,Rafael,Rafael Marquez,D,4600000.0,4600000.0,2011-09-01
6535,,,,,,,,,,,,,,,,2011,,,,,,,,,,,,,,Paulo,,NY,Marcos,Marcos Paulo,F,82000.0,82000.0,2011-09-01
6536,,,,,,,,,,,,,,,,2011,,,,,,,,,,,,,,Solli,,NY,Jan Gunnar,Jan Gunnar Solli,M,180000.0,180000.0,2011-09-01
6537,,,,,,,,,,,,,,,,2011,,,,,,,,,,,,,,Valdes,,PHI,Carlos,Carlos Valdes,D,180000.0,180000.0,2011-09-01
