,Player,Club,POS,GP,GS,MINS,G,A,SHTS,SOG,GWG,HmG,RdG,Gp90,SCpct,Year,Season,GWA,HmA,RdA,Ap90,SOGpct,FC,FS,OFF,YC,RC,PKG,PKA,Last Name,First Name,Club_Dup,First Name_Dup,Player_Dup,POS_Dup,Base Salary,Guaranteed Compensation,Date
79,Jeff Larentowicz,ATL,M,28.0,28.0,2455.0,3.0,4.0,28.0,9.0,1.0,1.0,2.0,0.11,10.7,2007,REG,1.0,3.0,1.0,0.15,32.1,61.0,30.0,0.0,5.0,0.0,0.0,0.0,Larentowicz,Jeff,NE,Jeff,Jeff Larentowicz,M,30000.0,30000.0,2007-08-31
80,Brad Davis,HOU,M,17.0,16.0,1275.0,3.0,3.0,27.0,18.0,0.0,3.0,0.0,0.21,11.1,2007,REG,1.0,1.0,2.0,0.21,66.7,18.0,30.0,2.0,1.0,0.0,1.0,1.0,Davis,Brad,HOU,Brad,Brad Davis,M,120000.0,120000.0,2007-08-31
81,Ned Grabavoy,CLB,M,26.0,24.0,2093.0,3.0,3.0,37.0,17.0,0.0,2.0,1.0,0.13,8.1,2007,REG,1.0,1.0,2.0,0.13,45.9,22.0,34.0,2.0,2.0,0.0,0.0,1.0,Grabavoy,Ned,CLB,Ned,Ned Grabavoy,M,45050.25,52550.25,2007-08-31
82,Kyle Beckerman,RSL,M,28.0,27.0,2430.0,3.0,3.0,52.0,19.0,0.0,0.0,3.0,0.11,5.8,2007,REG,2.0,2.0,1.0,0.11,36.5,39.0,41.0,2.0,9.0,0.0,0.0,0.0,Beckerman,Kyle,RSL,Kyle,Kyle Beckerman,M,120000.0,122500.0,2007-08-31
83,Arturo Alvarez,HOU,M,27.0,21.0,1898.0,3.0,3.0,61.0,30.0,0.0,2.0,1.0,0.14,4.9,2007,REG,1.0,1.0,2.0,0.14,49.2,35.0,34.0,5.0,2.0,0.0,0.0,0.0,Alvarez,Arturo,DAL,Arturo,Arturo Alvarez,M,32819.0,46019.0,2007-08-31
84,Kerry Zavagnin,KC,M,29.0,29.0,2564.0,3.0,2.0,16.0,5.0,0.0,2.0,1.0,0.11,18.8,2007,REG,0.0,1.0,1.0,0.07,31.3,35.0,42.0,0.0,6.0,0.0,0.0,0.0,Zavagnin,Kerry,KC,Kerry,Kerry Zavagnin,M,154000.0,154000.0,2007-08-31
85,Stefani Miglioranzi,CLB,M,23.0,17.0,1621.0,3.0,2.0,18.0,7.0,1.0,1.0,2.0,0.17,16.7,2007,REG,1.0,1.0,1.0,0.11,38.9,26.0,11.0,1.0,3.0,0.0,0.0,0.0,Miglioranzi,Stefani,CLB,Stefani,Stefani Miglioranzi,M,70008.0,86258.0,2007-08-31
86,Dominic Oduro,MTL,M,29.0,10.0,1163.0,3.0,2.0,24.0,13.0,1.0,2.0,1.0,0.23,12.5,2007,REG,0.0,0.0,2.0,0.15,54.2,16.0,23.0,17.0,3.0,0.0,0.0,0.0,Oduro,Dominic,DAL,Dominic,Dominic Oduro,F,30000.0,30000.0,2007-08-31
87,John Wolyniec,NY,F,21.0,13.0,1032.0,3.0,2.0,24.0,7.0,3.0,2.0,1.0,0.26,12.5,2007,REG,1.0,1.0,1.0,0.17,29.2,16.0,27.0,7.0,1.0,0.0,0.0,0.0,Wolyniec,John,NY,John,John Wolyniec,F,65625.0,65625.0,2007-08-31
88,Calen Carr,CHI,F,27.0,10.0,1134.0,3.0,2.0,33.0,13.0,0.0,2.0,1.0,0.24,9.1,2007,REG,1.0,1.0,1.0,0.16,39.4,24.0,12.0,4.0,5.0,0.0,0.0,0.0,Carr,Calen,CHI,Calen,Calen Carr,F,38000.0,50500.0,2007-08-31
89,Claudio Suarez,CHV,D,25.0,25.0,2153.0,3.0,1.0,14.0,9.0,0.0,1.0,2.0,0.13,21.4,2007,REG,0.0,0.0,1.0,0.04,64.3,31.0,11.0,0.0,6.0,1.0,1.0,1.0,Suarez,Claudio,CHV,Claudio,Claudio Suarez,D,146991.6,146991.6,2007-08-31
90,Robbie Rogers,CLB,D,10.0,6.0,597.0,3.0,1.0,15.0,6.0,1.0,0.0,3.0,0.45,20.0,2007,REG,0.0,0.0,1.0,0.15,40.0,10.0,12.0,5.0,0.0,0.0,0.0,0.0,Rogers,Robbie,CLB,Robbie,Robbie Rogers,F-M,50000.0,50000.0,2007-08-31
91,John Cunliffe,CHV,F,15.0,5.0,494.0,3.0,1.0,16.0,8.0,0.0,0.0,3.0,0.55,18.8,2007,REG,0.0,1.0,0.0,0.18,50.0,8.0,5.0,7.0,0.0,0.0,0.0,0.0,Cunliffe,John,CHV,John,John Cunliffe,F,30000.0,45000.0,2007-08-31
92,Carey Talley,RSL,D,26.0,25.0,2195.0,3.0,1.0,28.0,9.0,0.0,2.0,1.0,0.12,10.7,2007,REG,1.0,0.0,1.0,0.04,32.1,38.0,38.0,2.0,6.0,0.0,2.0,2.0,Talley,Carey,RSL,Carey,Carey Talley,D,118248.0,118248.0,2007-08-31
93,Kyle Martino,LA,M,26.0,25.0,1928.0,3.0,1.0,29.0,10.0,1.0,2.0,1.0,0.14,10.3,2007,REG,1.0,1.0,0.0,0.05,34.5,36.0,43.0,9.0,6.0,2.0,0.0,1.0,Martino,Kyle,LA,Kyle,Kyle Martino,M,52500.0,55297.27,2007-08-31
94,Alan Gordon,LA,F,14.0,11.0,828.0,3.0,0.0,19.0,8.0,0.0,3.0,0.0,0.33,15.8,2007,REG,0.0,0.0,0.0,0.0,42.1,22.0,17.0,11.0,1.0,0.0,0.0,0.0,Gordon,Alan,LA,Alan,Alan Gordon,F,30870.0,30870.0,2007-08-31
95,Carlos Pavon,LA,F,18.0,10.0,978.0,3.0,0.0,29.0,10.0,0.0,0.0,3.0,0.28,10.3,2007,REG,0.0,0.0,0.0,0.0,34.5,6.0,21.0,24.0,0.0,0.0,0.0,0.0,Pavon,Carlos,LA,Carlos,Carlos Pavon,F,132000.0,141500.0,2007-08-31
96,Collin Samuel,TOR,F,18.0,18.0,1510.0,3.0,0.0,41.0,24.0,1.0,1.0,2.0,0.18,7.3,2007,REG,0.0,0.0,0.0,0.0,58.5,29.0,34.0,9.0,2.0,0.0,1.0,1.0,Samuel,Collin,TFC,Collin,Collin Samuel,F,90000.0,115000.0,2007-08-31
98,Sasha Victorine,KC,M,29.0,24.0,2135.0,2.0,7.0,37.0,13.0,0.0,1.0,1.0,0.08,5.4,2007,REG,2.0,4.0,3.0,0.3,35.1,27.0,37.0,5.0,1.0,0.0,0.0,0.0,Victorine,Sasha,KC,Sasha,Sasha Victorine,M,137500.0,140000.0,2007-08-31
99,Dane Richards,NY,M,28.0,27.0,2335.0,2.0,6.0,24.0,14.0,0.0,0.0,2.0,0.08,8.3,2007,REG,3.0,6.0,0.0,0.23,58.3,50.0,35.0,12.0,5.0,0.0,0.0,0.0,Richards,Dane,NY,Dane,Dane Richards,F-M,30000.0,30000.0,2007-08-31
100,Khano Smith,NE,M,29.0,26.0,2210.0,2.0,6.0,36.0,12.0,1.0,2.0,0.0,0.08,5.6,2007,REG,3.0,4.0,2.0,0.24,33.3,42.0,41.0,5.0,4.0,0.0,0.0,0.0,Smith,Khano,NE,Khano,Khano Smith,F,44100.0,44100.0,2007-08-31
101,Carl Robinson,TOR,M,26.0,26.0,2340.0,2.0,4.0,14.0,8.0,0.0,1.0,1.0,0.08,14.3,2007,REG,0.0,4.0,0.0,0.15,57.1,50.0,24.0,0.0,6.0,0.0,0.0,0.0,Robinson,Carl,CHI,Dasan,Dasan Robinson,D,42500.0,42500.0,2007-08-31
102,Carl Robinson,TOR,M,26.0,26.0,2340.0,2.0,4.0,14.0,8.0,0.0,1.0,1.0,0.08,14.3,2007,REG,0.0,4.0,0.0,0.15,57.1,50.0,24.0,0.0,6.0,0.0,0.0,0.0,Robinson,Carl,HOU,Eddie,Eddie Robinson,D,110000.0,110000.0,2007-08-31
103,Carl Robinson,TOR,M,26.0,26.0,2340.0,2.0,4.0,14.0,8.0,0.0,1.0,1.0,0.08,14.3,2007,REG,0.0,4.0,0.0,0.15,57.1,50.0,24.0,0.0,6.0,0.0,0.0,0.0,Robinson,Carl,TFC,Carl,Carl Robinson,M,300000.0,315000.0,2007-08-31
104,Eddie Robinson,HOU,D,25.0,25.0,2187.0,2.0,2.0,10.0,5.0,0.0,1.0,1.0,0.08,20.0,2007,REG,0.0,0.0,2.0,0.08,50.0,70.0,64.0,0.0,11.0,1.0,0.0,0.0,Robinson,Eddie,CHI,Dasan,Dasan Robinson,D,42500.0,42500.0,2007-08-31
105,Eddie Robinson,HOU,D,25.0,25.0,2187.0,2.0,2.0,10.0,5.0,0.0,1.0,1.0,0.08,20.0,2007,REG,0.0,0.0,2.0,0.08,50.0,70.0,64.0,0.0,11.0,1.0,0.0,0.0,Robinson,Eddie,HOU,Eddie,Eddie Robinson,D,110000.0,110000.0,2007-08-31
106,Eddie Robinson,HOU,D,25.0,25.0,2187.0,2.0,2.0,10.0,5.0,0.0,1.0,1.0,0.08,20.0,2007,REG,0.0,0.0,2.0,0.08,50.0,70.0,64.0,0.0,11.0,1.0,0.0,0.0,Robinson,Eddie,TFC,Carl,Carl Robinson,M,300000.0,315000.0,2007-08-31
107,Dasan Robinson,CHI,D,23.0,21.0,1819.0,1.0,0.0,11.0,3.0,0.0,0.0,1.0,0.05,9.1,2007,REG,0.0,0.0,0.0,0.0,27.3,35.0,34.0,2.0,4.0,0.0,0.0,0.0,Robinson,Dasan,CHI,Dasan,Dasan Robinson,D,42500.0,42500.0,2007-08-31
108,Dasan Robinson,CHI,D,23.0,21.0,1819.0,1.0,0.0,11.0,3.0,0.0,0.0,1.0,0.05,9.1,2007,REG,0.0,0.0,0.0,0.0,27.3,35.0,34.0,2.0,4.0,0.0,0.0,0.0,Robinson,Dasan,HOU,Eddie,Eddie Robinson,D,110000.0,110000.0,2007-08-31
109,Dasan Robinson,CHI,D,23.0,21.0,1819.0,1.0,0.0,11.0,3.0,0.0,0.0,1.0,0.05,9.1,2007,REG,0.0,0.0,0.0,0.0,27.3,35.0,34.0,2.0,4.0,0.0,0.0,0.0,Robinson,Dasan,TFC,Carl,Carl Robinson,M,300000.0,315000.0,2007-08-31
110,Jesse Marsch,CHV,M,28.0,28.0,2425.0,2.0,4.0,15.0,6.0,2.0,2.0,0.0,0.07,13.3,2007,REG,1.0,2.0,2.0,0.15,40.0,44.0,31.0,0.0,9.0,0.0,0.0,0.0,Marsch,Jesse,CHV,Jesse,Jesse Marsch,M,100000.0,109375.0,2007-08-31
112,Francisco Mendoza,CHV,M,28.0,27.0,2459.0,2.0,4.0,36.0,16.0,0.0,1.0,1.0,0.07,5.6,2007,REG,0.0,2.0,2.0,0.15,44.4,31.0,46.0,10.0,3.0,0.0,0.0,0.0,Mendoza,Francisco,CHV,Francisco,Francisco Mendoza,M,90000.0,93750.0,2007-08-31
113,Chris Klein,LA,M,32.0,32.0,2880.0,2.0,4.0,40.0,16.0,1.0,2.0,0.0,0.06,5.0,2007,REG,1.0,4.0,0.0,0.13,40.0,23.0,20.0,8.0,1.0,0.0,0.0,0.0,Klein,Chris,LA,Chris,Chris Klein,M,180000.0,187250.0,2007-08-31
114,Conor Casey,COL,F,17.0,11.0,1033.0,2.0,3.0,12.0,5.0,1.0,1.0,1.0,0.17,16.7,2007,REG,1.0,1.0,2.0,0.26,41.7,25.0,16.0,9.0,3.0,0.0,0.0,0.0,Casey,Conor,COL,Conor,Conor Casey,F,180000.0,180000.0,2007-08-31
115,Jack Jewsbury,KC,M,28.0,27.0,2316.0,2.0,3.0,25.0,6.0,0.0,0.0,2.0,0.08,8.0,2007,REG,0.0,0.0,3.0,0.12,24.0,22.0,34.0,1.0,5.0,0.0,0.0,0.0,Jewsbury,Jack,KC,Jack,Jack Jewsbury,M-F,50000.0,50000.0,2007-08-31
116,Ricardo Clark,HOU,M,19.0,18.0,1635.0,2.0,3.0,28.0,11.0,0.0,1.0,1.0,0.11,7.1,2007,REG,3.0,1.0,2.0,0.17,39.3,29.0,22.0,3.0,2.0,1.0,0.0,0.0,Clark,Ricardo,COL,Colin,Colin Clark,F,17700.0,17700.0,2007-08-31
117,Ricardo Clark,HOU,M,19.0,18.0,1635.0,2.0,3.0,28.0,11.0,0.0,1.0,1.0,0.11,7.1,2007,REG,3.0,1.0,2.0,0.17,39.3,29.0,22.0,3.0,2.0,1.0,0.0,0.0,Clark,Ricardo,HOU,Ricardo,Ricardo Clark,M,195000.0,195000.0,2007-08-31
118,Colin Clark,COL,M,16.0,16.0,1321.0,2.0,2.0,26.0,5.0,0.0,2.0,0.0,0.14,7.7,2007,REG,0.0,1.0,1.0,0.14,19.2,24.0,24.0,3.0,2.0,0.0,0.0,0.0,Clark,Colin,COL,Colin,Colin Clark,F,17700.0,17700.0,2007-08-31
119,Colin Clark,COL,M,16.0,16.0,1321.0,2.0,2.0,26.0,5.0,0.0,2.0,0.0,0.14,7.7,2007,REG,0.0,1.0,1.0,0.14,19.2,24.0,24.0,3.0,2.0,0.0,0.0,0.0,Clark,Colin,HOU,Ricardo,Ricardo Clark,M,195000.0,195000.0,2007-08-31
120,Alecko Eskandarian,RSL,F,23.0,23.0,1913.0,2.0,3.0,58.0,30.0,0.0,2.0,0.0,0.09,3.4,2007,REG,2.0,2.0,1.0,0.14,51.7,46.0,50.0,16.0,9.0,1.0,1.0,2.0,Eskandarian,Alecko,RSL,Alecko,Alecko Eskandarian,F,155000.0,175500.0,2007-08-31
121,Fabian Espindola,RSL,F,12.0,8.0,602.0,2.0,2.0,13.0,9.0,1.0,1.0,1.0,0.3,15.4,2007,REG,0.0,1.0,1.0,0.3,69.2,7.0,16.0,7.0,3.0,1.0,0.0,0.0,Espindola,Fabian,RSL,Edgar,Edgar Espindola,F,72000.0,72000.0,2007-08-31
122,Paulo Nagamura,CHV,M,26.0,24.0,2172.0,2.0,2.0,19.0,8.0,2.0,0.0,2.0,0.08,10.5,2007,REG,0.0,1.0,1.0,0.08,42.1,46.0,44.0,1.0,8.0,0.0,0.0,0.0,Nagamura,Paulo,CHV,Paulo,Paulo Nagamura,M,89250.0,89250.0,2007-08-31
123,Francis Doe,NY,F,8.0,4.0,428.0,2.0,1.0,17.0,7.0,0.0,2.0,0.0,0.42,11.8,2007,REG,0.0,1.0,0.0,0.21,41.2,8.0,4.0,15.0,1.0,0.0,0.0,0.0,Doe,Francis,NY,Francis,Francis Doe,F,48000.0,48000.0,2007-08-31
124,Dema Kovalenko,NY,M,19.0,15.0,1377.0,2.0,1.0,21.0,7.0,0.0,0.0,2.0,0.13,9.5,2007,REG,0.0,0.0,1.0,0.07,33.3,29.0,22.0,3.0,5.0,0.0,0.0,0.0,Kovalenko,Dema,NY,Dema,Dema Kovalenko,M,190000.0,197375.0,2007-08-31
125,Troy Roberts,LA,D,16.0,12.0,1140.0,2.0,0.0,4.0,2.0,0.0,1.0,1.0,0.16,50.0,2007,REG,0.0,0.0,0.0,0.0,50.0,25.0,11.0,1.0,3.0,1.0,0.0,0.0,Roberts,Troy,LA,Troy,Troy Roberts,D,30000.0,30000.0,2007-08-31
126,Drew Moor,TOR,D,28.0,28.0,2495.0,2.0,0.0,7.0,3.0,1.0,2.0,0.0,0.07,28.6,2007,REG,0.0,0.0,0.0,0.0,42.9,17.0,30.0,1.0,3.0,0.0,0.0,0.0,Moor,Drew,DAL,Drew,Drew Moor,D,53350.0,65850.0,2007-08-31
127,Chad Marshall,SEA,D,12.0,11.0,1020.0,2.0,0.0,8.0,3.0,0.0,0.0,2.0,0.18,25.0,2007,REG,0.0,0.0,0.0,0.0,37.5,7.0,6.0,0.0,0.0,0.0,0.0,0.0,Marshall,Chad,CLB,Chad,Chad Marshall,D,100000.0,123000.0,2007-08-31
128,Chad Marshall,SEA,D,12.0,11.0,1020.0,2.0,0.0,8.0,3.0,0.0,0.0,2.0,0.18,25.0,2007,REG,0.0,0.0,0.0,0.0,37.5,7.0,6.0,0.0,0.0,0.0,0.0,0.0,Marshall,Chad,TFC,Tyrone,Tyrone Marshall,D,142000.0,149500.0,2007-08-31
129,Tyrone Marshall,LA,D,24.0,24.0,2159.0,1.0,0.0,10.0,1.0,0.0,1.0,0.0,0.04,10.0,2007,REG,0.0,0.0,0.0,0.0,10.0,34.0,16.0,0.0,5.0,1.0,0.0,0.0,Marshall,Tyrone,CLB,Chad,Chad Marshall,D,100000.0,123000.0,2007-08-31
130,Tyrone Marshall,LA,D,24.0,24.0,2159.0,1.0,0.0,10.0,1.0,0.0,1.0,0.0,0.04,10.0,2007,REG,0.0,0.0,0.0,0.0,10.0,34.0,16.0,0.0,5.0,1.0,0.0,0.0,Marshall,Tyrone,TFC,Tyrone,Tyrone Marshall,D,142000.0,149500.0,2007-08-31
131,Omar Cummings,COL,F,11.0,0.0,182.0,2.0,0.0,10.0,6.0,1.0,1.0,1.0,0.99,20.0,2007,REG,0.0,0.0,0.0,0.0,60.0,2.0,1.0,3.0,0.0,0.0,0.0,0.0,Cummings,Omar,COL,Omar,Omar Cummings,F,30000.0,30000.0,2007-08-31
132,Kei Kamara,VAN,F,17.0,4.0,475.0,2.0,0.0,16.0,7.0,1.0,2.0,0.0,0.38,12.5,2007,REG,0.0,0.0,0.0,0.0,43.8,11.0,12.0,5.0,0.0,0.0,0.0,0.0,Kamara,Kei,CLB,Kei,Kei Kamara,F,33000.0,43000.0,2007-08-31
133,Paulo Wanchope,CHI,F,12.0,10.0,932.0,2.0,0.0,26.0,13.0,1.0,0.0,2.0,0.19,7.7,2007,REG,0.0,0.0,0.0,0.0,50.0,20.0,15.0,10.0,2.0,0.0,0.0,0.0,Wanchope,Paulo,CHI,Paulo,Paulo Wanchope,F,240000.0,267500.0,2007-08-31
134,Dax McCarty,CHI,M,25.0,18.0,1604.0,1.0,7.0,13.0,5.0,0.0,0.0,1.0,0.06,7.7,2007,REG,2.0,4.0,3.0,0.39,38.5,12.0,46.0,0.0,0.0,0.0,0.0,0.0,McCarty,Dax,DAL,Dax,Dax McCarty,M,33000.0,45500.0,2007-08-31
135,Carlos Marinelli,KC,M,26.0,19.0,1674.0,1.0,5.0,42.0,21.0,0.0,0.0,1.0,0.05,2.4,2007,REG,1.0,2.0,3.0,0.27,50.0,41.0,41.0,1.0,7.0,0.0,1.0,2.0,Marinelli,Carlos,KC,Carlos,Carlos Marinelli,M,165000.0,165000.0,2007-08-31
136,Duncan Oughton,CLB,D,19.0,13.0,1231.0,1.0,4.0,9.0,5.0,0.0,0.0,1.0,0.07,11.1,2007,REG,0.0,2.0,2.0,0.29,55.6,17.0,26.0,1.0,3.0,0.0,0.0,0.0,Oughton,Duncan,CLB,Duncan,Duncan Oughton,D,72000.0,72000.0,2007-08-31
137,Marc Burch,MIN,D,18.0,15.0,1362.0,1.0,3.0,9.0,3.0,0.0,1.0,0.0,0.07,11.1,2007,REG,1.0,1.0,2.0,0.2,33.3,21.0,12.0,1.0,3.0,0.0,0.0,0.0,Burch,Marc,DC,Marc,Marc Burch,D,30000.0,30000.0,2007-08-31
138,Andy Welsh,TOR,M,20.0,16.0,1335.0,1.0,3.0,14.0,10.0,1.0,1.0,0.0,0.07,7.1,2007,REG,1.0,3.0,0.0,0.2,71.4,19.0,29.0,4.0,2.0,0.0,0.0,0.0,Welsh,Andy,TFC,Andrew,Andrew Welsh,M,195000.0,204750.0,2007-08-31
139,Andy Williams,RSL,M,24.0,12.0,1277.0,1.0,3.0,19.0,9.0,0.0,1.0,0.0,0.07,5.3,2007,REG,0.0,1.0,2.0,0.21,47.4,29.0,32.0,3.0,1.0,1.0,0.0,0.0,Williams,Andy,RSL,Andy,Andy Williams,F,70008.0,70008.0,2007-08-31
140,Brian Mullan,HOU,D,28.0,28.0,2407.0,1.0,3.0,19.0,6.0,1.0,1.0,0.0,0.04,5.3,2007,REG,1.0,3.0,0.0,0.11,31.6,33.0,55.0,11.0,4.0,0.0,0.0,0.0,Mullan,Brian,HOU,Brian,Brian Mullan,M,125000.0,125000.0,2007-08-31
141,Chris Gbandi,DAL,D,21.0,19.0,1700.0,1.0,2.0,5.0,3.0,1.0,1.0,0.0,0.05,20.0,2007,REG,0.0,1.0,1.0,0.11,60.0,24.0,11.0,2.0,7.0,1.0,0.0,0.0,Gbandi,Chris,DAL,Chris,Chris Gbandi,D,100000.0,103750.0,2007-08-31
142,Chris Gbandi,DAL,D,21.0,19.0,1700.0,1.0,2.0,5.0,3.0,1.0,1.0,0.0,0.05,20.0,2007,REG,0.0,1.0,1.0,0.11,60.0,24.0,11.0,2.0,7.0,1.0,0.0,0.0,Gbandi,Chris,DAL,Sandy,Sandy Gbandi,M,12900.0,12900.0,2007-08-31
143,Sandy Gbandi,DAL,M,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2007,REG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Gbandi,Sandy,DAL,Chris,Chris Gbandi,D,100000.0,103750.0,2007-08-31
144,Sandy Gbandi,DAL,M,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2007,REG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Gbandi,Sandy,DAL,Sandy,Sandy Gbandi,M,12900.0,12900.0,2007-08-31
145,Lawson Vaughn,CHV,D,24.0,22.0,1901.0,1.0,2.0,5.0,3.0,0.0,1.0,0.0,0.05,20.0,2007,REG,2.0,2.0,0.0,0.09,60.0,27.0,19.0,1.0,6.0,1.0,0.0,0.0,Vaughn,Lawson,CHV,Lawson,Lawson Vaughn,D,30000.0,30000.0,2007-08-31
146,Javier Morales,RSL,M,7.0,5.0,369.0,1.0,2.0,6.0,3.0,0.0,1.0,0.0,0.24,16.7,2007,REG,0.0,1.0,1.0,0.49,50.0,8.0,9.0,1.0,2.0,0.0,0.0,0.0,Morales,Javier,RSL,Javier,Javier Morales,M,120000.0,120000.0,2007-08-31
147,Nicholas Addlery,DC,F,11.0,4.0,455.0,1.0,2.0,9.0,2.0,1.0,1.0,0.0,0.2,11.1,2007,REG,1.0,1.0,1.0,0.4,22.2,11.0,8.0,10.0,1.0,0.0,0.0,0.0,Addlery,Nicholas,DC,Nicholas,Nicholas Addlery,F,36000.0,36000.0,2007-08-31
148,Facundo Erpen,COL,D,26.0,25.0,2056.0,1.0,2.0,11.0,2.0,0.0,0.0,1.0,0.04,9.1,2007,REG,0.0,2.0,0.0,0.09,18.2,42.0,23.0,0.0,6.0,1.0,0.0,0.0,Erpen,Facundo,COL,Facundo,Facundo Erpen,D,115000.0,115000.0,2007-08-31
149,Ivan Guerrero,CHI,M,19.0,16.0,1490.0,1.0,2.0,12.0,5.0,1.0,0.0,1.0,0.06,8.3,2007,REG,1.0,1.0,1.0,0.12,41.7,11.0,25.0,3.0,0.0,0.0,0.0,0.0,Guerrero,Ivan,CHI,Ivan,Ivan Guerrero,D-M,160000.0,187500.0,2007-08-31
150,Laurent Merlin,CHV,F,22.0,7.0,804.0,1.0,2.0,15.0,8.0,0.0,1.0,0.0,0.11,6.7,2007,REG,0.0,0.0,2.0,0.22,53.3,19.0,28.0,8.0,1.0,0.0,0.0,0.0,Merlin,Laurent,CHV,Laurent,Laurent Merlin,M,60000.0,60000.0,2007-08-31
152,Mehdi Ballouchy,COL,M,23.0,22.0,1853.0,1.0,2.0,35.0,10.0,0.0,0.0,1.0,0.05,2.9,2007,REG,1.0,1.0,1.0,0.1,28.6,40.0,39.0,5.0,8.0,1.0,0.0,0.0,Ballouchy,Mehdi,COL,Mehdi,Mehdi Ballouchy,M,70000.0,88000.0,2007-08-31
153,Orlando Perez,CHV,D,15.0,12.0,1033.0,1.0,1.0,3.0,1.0,0.0,1.0,0.0,0.09,33.3,2007,REG,0.0,1.0,0.0,0.09,33.3,10.0,7.0,0.0,5.0,0.0,0.0,0.0,Perez,Orlando,CHV,Orlando,Orlando Perez,D,70000.0,70000.0,2007-08-31
154,Andrew Boyens,TOR,D,23.0,21.0,1825.0,1.0,1.0,4.0,2.0,1.0,1.0,0.0,0.05,25.0,2007,REG,0.0,1.0,0.0,0.05,50.0,33.0,18.0,0.0,4.0,2.0,0.0,0.0,Boyens,Andrew,TFC,Andrew,Andrew Boyens,D,30000.0,47500.0,2007-08-31
155,Chris Wondolowski,SJ,F,16.0,3.0,307.0,1.0,1.0,6.0,1.0,0.0,0.0,1.0,0.29,16.7,2007,REG,0.0,1.0,0.0,0.29,16.7,4.0,3.0,4.0,0.0,0.0,0.0,0.0,Wondolowski,Chris,HOU,Chris,Chris Wondolowski,M,30000.0,30000.0,2007-08-31
156,Stephen Wondolowski,0,D,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2007,REG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Wondolowski,Stephen,HOU,Chris,Chris Wondolowski,M,30000.0,30000.0,2007-08-31
157,Hunter Freeman,NY,D,16.0,15.0,1342.0,1.0,1.0,6.0,4.0,1.0,0.0,1.0,0.07,16.7,2007,REG,1.0,1.0,0.0,0.07,66.7,21.0,19.0,0.0,2.0,0.0,0.0,0.0,Freeman,Hunter,NY,Hunter,Hunter Freeman,D-M,50600.0,60600.0,2007-08-31
158,Eloy Colombano,KC,M-F,10.0,1.0,310.0,1.0,1.0,6.0,1.0,0.0,0.0,1.0,0.29,16.7,2007,REG,1.0,1.0,0.0,0.29,16.7,3.0,5.0,4.0,1.0,0.0,0.0,0.0,Colombano,Eloy,KC,Eloy,Eloy Colombano,F-M,42000.0,42000.0,2007-08-31
160,Clarence Goodson,DAL,D,27.0,27.0,2297.0,1.0,1.0,9.0,5.0,1.0,1.0,0.0,0.04,11.1,2007,REG,0.0,1.0,0.0,0.04,55.6,36.0,37.0,0.0,6.0,0.0,0.0,0.0,Goodson,Clarence,DAL,Clarence,Clarence Goodson,D,48378.75,53378.75,2007-08-31
161,Kevin Goldthwaite,HOU,D,19.0,17.0,1466.0,1.0,1.0,11.0,6.0,1.0,1.0,0.0,0.06,9.1,2007,REG,0.0,1.0,0.0,0.06,54.5,21.0,20.0,0.0,4.0,1.0,0.0,0.0,Goldthwaite,Kevin,NY,Kevin,Kevin Goldthwaite,D,30870.0,30870.0,2007-08-31
162,Joshua Gros,DC,M-D,22.0,22.0,1854.0,1.0,1.0,11.0,8.0,1.0,0.0,1.0,0.05,9.1,2007,REG,0.0,1.0,0.0,0.05,72.7,22.0,20.0,5.0,3.0,0.0,0.0,0.0,Gros,Joshua,DC,Joshua,Joshua Gros,M,72500.0,75000.0,2007-08-31
163,Jonathan Bornstein,CHV,D,23.0,23.0,2070.0,1.0,1.0,14.0,8.0,0.0,0.0,1.0,0.04,7.1,2007,REG,0.0,1.0,0.0,0.04,57.1,28.0,28.0,1.0,1.0,0.0,0.0,0.0,Bornstein,Jonathan,CHV,Jonathan,Jonathan Bornstein,D,57500.0,57500.0,2007-08-31
164,Gonzalo Segares,CHI,D,27.0,27.0,2406.0,1.0,1.0,15.0,5.0,0.0,1.0,0.0,0.04,6.7,2007,REG,1.0,0.0,1.0,0.04,33.3,43.0,25.0,4.0,6.0,1.0,0.0,0.0,Segares,Gonzalo,CHI,Gonzalo,Gonzalo Segares,D,48300.0,50800.0,2007-08-31
165,Marcos Gonzalez,CLB,D,27.0,27.0,2356.0,1.0,1.0,21.0,5.0,0.0,0.0,1.0,0.04,4.8,2007,REG,0.0,0.0,1.0,0.04,23.8,43.0,21.0,0.0,4.0,1.0,0.0,0.0,Gonzalez,Marcos,CLB,Marcos,Marcos Gonzalez,D,156000.0,162250.0,2007-08-31
